ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
2017,Sul,RS,4303103,Interior,Municipal,Urbana,265.390141,213.143186,Feminino,Branca,Fevereiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Nordeste,BA,2909901,Interior,Estadual,Urbana,275.279895,226.27112,Feminino,Preta,Janeiro,2003,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,BA,2916708,Interior,Municipal,Urbana,201.248905,212.368966,Masculino,Branca,Novembro,2000,Não tem,Nunca estudou,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Não,Somente trabalhar
2017,Sudeste,SP,3518800,Interior,Estadual,Urbana,207.588168,212.700183,Feminino,Parda,Junho,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3128204,Interior,Estadual,Urbana,187.53457,207.109945,Masculino,Preta,Setembro,2001,Não tem,Não sei,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,6308720,Interior,Municipal,Urbana,244.448548,227.805141,Feminino,Parda,Agosto,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3518800,Interior,Estadual,Urbana,236.501936,270.430642,NA,Preta,Fevereiro,2003,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2600401,Interior,Municipal,Urbana,136.399996,202.382069,Feminino,Não quero declarar,Fevereiro,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Ainda não sei
2017,Sudeste,MG,3103504,Interior,Estadual,Urbana,268.081727,218.403157,Feminino,Preta,Maio,2003,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,NA,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,RN,2407104,Interior,Estadual,Urbana,200.143457,214.098442,Masculino,Branca,Abril,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,RJ,3303500,Interior,Estadual,Urbana,210.065551,246.435004,Masculino,Branca,Fevereiro,2003,"Sim, um",Não sei,Não sei,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Ainda não sei
2017,Sul,SC,4208906,Interior,Municipal,Urbana,251.859046,219.97362,Feminino,Não quero declarar,Agosto,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Norte,AM,1302603,Capital,Estadual,Urbana,192.809429,207.476207,Masculino,Parda,Agosto,2002,Não tem,Não sei,Não sei,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3106200,Capital,Estadual,Urbana,190.720619,199.26037,Feminino,Preta,Dezembro,2001,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3304201,Interior,Estadual,Urbana,306.626642,259.449533,Feminino,Branca,Fevereiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PB,2507507,Capital,Municipal,Urbana,228.201019,247.130919,Masculino,Parda,Fevereiro,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,207.730309,180.14933,Masculino,Parda,Janeiro,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Não faço trabalhos domésticos,Não,Somente continuar estudando
2017,Norte,PA,1501204,Interior,Municipal,Rural,222.163999,210.88413,Feminino,Branca,Janeiro,1999,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Norte,PA,1503309,Interior,Municipal,Rural,282.787688,260.85366,Masculino,Preta,Julho,2000,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,SP,3544103,Interior,Estadual,Urbana,304.941446,288.515052,Feminino,Branca,Junho,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,312.361089,181.708279,Masculino,Parda,Abril,2001,"Sim, um",Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2305233,Interior,Municipal,Urbana,286.833249,238.389303,Masculino,Parda,Fevereiro,2003,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2918407,Interior,Municipal,Rural,253.616138,225.240522,Feminino,Preta,Janeiro,2003,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Norte,TO,1708205,Interior,Estadual,Urbana,293.658821,316.78433,Masculino,Parda,Agosto,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,"Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3110004,Interior,Estadual,Urbana,265.178417,186.219628,Feminino,Parda,Setembro,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3145109,Interior,Estadual,Urbana,183.656438,195.697961,Masculino,Branca,Fevereiro,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Sim,Somente trabalhar
2017,Centro-Oeste,GO,5201108,Interior,Municipal,Urbana,255.410805,242.995614,Masculino,Indígena,Julho,1999,"Sim, um",Nunca estudou,Nunca estudou,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,MG,3170404,Interior,Estadual,Urbana,177.664814,182.718756,Masculino,Parda,Dezembro,2002,"Sim, dois",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Menos de 1 hora,Sim,Somente continuar estudando
2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,313.455739,301.173938,Feminino,Amarela,Abril,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3135100,Interior,Estadual,Urbana,153.628021,177.891392,Masculino,Preta,Dezembro,2002,"Sim, um",Completou a Faculdade,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Menos de 1 hora,Sim,Somente trabalhar
2017,Sudeste,SP,3502804,Interior,Estadual,Urbana,219.042244,265.70584,Feminino,Parda,Dezembro,2000,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
2017,Sudeste,SP,3501608,Interior,Estadual,Urbana,295.610007,267.883853,Feminino,Parda,Março,2003,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,MS,5006275,Interior,Estadual,Urbana,199.169957,254.963223,Masculino,Parda,Setembro,1999,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Entre 1 e 2 horas,Não,Ainda não sei
2017,Sudeste,MG,3119401,Interior,Estadual,Urbana,320.436179,359.956738,Masculino,Parda,Setembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3170909,Interior,Estadual,Urbana,172.851803,250.237639,Masculino,Indígena,Fevereiro,NA,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Sim,Continuar estudando e trabalhar
2017,Sudeste,MG,3101607,Interior,Estadual,Urbana,297.957811,226.68981,Feminino,Parda,Agosto,2002,"Sim, um",Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
2017,Sudeste,SP,3513504,Interior,Estadual,Urbana,267.13649,172.799433,Feminino,NA,Junho,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,NA,Continuar estudando e trabalhar
2017,Sudeste,SP,3551009,Interior,Municipal,Urbana,281.604173,276.489035,Feminino,Parda,Fevereiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3155702,Interior,Estadual,Urbana,341.285105,363.809619,Masculino,Branca,Fevereiro,2003,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3306305,Interior,Municipal,Urbana,257.074845,250.81618,Feminino,Parda,Outubro,2003,"Sim, três",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Não faço trabalhos domésticos,Não,Somente continuar estudando
2017,Nordeste,SE,2800308,Capital,Municipal,Urbana,254.775688,233.607547,Feminino,Branca,Novembro,2002,Não tem,Não sei,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sul,RS,4321501,Interior,Municipal,Rural,168.537221,232.288768,Masculino,Branca,Dezembro,2001,Não tem,Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2926004,Interior,Municipal,Rural,247.7812,283.187116,Feminino,Parda,Novembro,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2304400,Capital,Estadual,Urbana,319.741341,307.732623,NA,NA,NA,NA,NA,NA,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,RJ,3304557,Capital,Federal,Urbana,234.271316,319.746903,Masculino,Branca,Abril,2003,"Sim, um",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sul,SC,4208906,Interior,Estadual,Urbana,284.541365,245.261377,NA,NA,NA,NA,NA,NA,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sul,PR,4104907,Interior,Estadual,Urbana,353.992058,333.176767,Feminino,Parda,Março,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,MA,2108603,Interior,Municipal,Rural,223.512188,230.179391,Masculino,Parda,Outubro,2001,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,ES,3205200,Interior,Municipal,Urbana,240.374339,298.707074,Masculino,Preta,Março,2003,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Completou a Faculdade,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,ES,3202405,Interior,Municipal,Urbana,276.746646,278.499594,Masculino,Parda,Maio,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2900207,Interior,Municipal,Rural,151.861507,198.807531,Masculino,Amarela,Março,1998 ou antes,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sul,PR,4122602,Interior,Estadual,Urbana,227.181021,188.687051,Masculino,Branca,Março,2003,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2307635,Interior,Municipal,Rural,255.568317,220.479613,Masculino,Parda,Junho,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Sim,Somente continuar estudando
2017,Sudeste,MG,3139201,Interior,Estadual,Urbana,258.608203,227.994057,Feminino,Preta,Fevereiro,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3116100,Interior,Estadual,Urbana,179.551321,205.942969,Feminino,NA,Agosto,2001,Não tem,Não sei,Não sei,NA,NA,Não,Somente continuar estudando
2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,236.134574,225.416415,Feminino,Parda,Junho,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Ainda não sei
2017,Nordeste,BA,2930709,Interior,Municipal,Urbana,262.056001,238.216093,Feminino,Parda,Maio,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,CE,2304400,Capital,Municipal,Urbana,268.596354,237.364015,Masculino,Não quero declarar,Janeiro,2001,Não tem,Não sei,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Sudeste,MG,3144300,Interior,Municipal,Urbana,295.905694,241.023174,Feminino,Parda,Agosto,2001,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Norte,AC,1200401,Capital,Estadual,Rural,243.67983,194.207816,Feminino,Parda,Novembro,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Nunca estudou,Entre 1 e 2 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3106200,Capital,Municipal,Urbana,239.197765,209.775785,Feminino,Parda,Outubro,2001,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,NA,Ainda não sei
2017,Sudeste,MG,3143906,Interior,Municipal,Urbana,369.920762,372.176477,Masculino,Parda,Julho,2002,"Sim, dois",NA,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Norte,PA,1505502,Interior,Municipal,Urbana,239.199528,215.996098,Masculino,Parda,Julho,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Somente continuar estudando
2017,Nordeste,BA,2916401,Interior,Estadual,Urbana,156.535683,294.84905,Masculino,Parda,Dezembro,1999,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3510203,Interior,Municipal,Urbana,303.943705,276.372276,Feminino,Branca,Março,2003,"Sim, um",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Norte,RO,1100023,Interior,Municipal,Urbana,225.67262,231.206972,Masculino,Parda,Fevereiro,2002,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sul,RS,4314100,Interior,Estadual,Urbana,137.148549,168.791618,Masculino,Branca,Outubro,2000,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Sim,Ainda não sei
2017,Sudeste,SP,3533502,Interior,Municipal,Urbana,301.991361,348.673865,Masculino,Branca,Setembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2305704,Interior,Municipal,Urbana,241.798777,195.931367,Feminino,Parda,Fevereiro,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,MG,3161908,Interior,Municipal,Urbana,304.354646,186.373612,Feminino,Parda,Julho,2002,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,GO,5200902,Interior,Estadual,Urbana,304.470673,257.165157,Feminino,Branca,Abril,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,299.454533,301.096974,Feminino,Parda,Janeiro,2003,"Sim, um",Não sei,Não sei,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
2017,Norte,PA,1501402,Capital,Estadual,Urbana,196.709433,206.606075,Feminino,Parda,Março,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sul,SC,4205407,Capital,Estadual,Urbana,266.128282,245.723942,Masculino,Parda,Agosto,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3552809,Interior,Estadual,Urbana,270.380718,214.786197,NA,NA,NA,NA,NA,NA,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
2017,Sudeste,MG,3127107,Interior,Estadual,Urbana,249.348221,230.099242,Feminino,Branca,Outubro,2001,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
2017,Sul,SC,4207908,Interior,Municipal,Rural,269.887908,330.355937,Masculino,Parda,Maio,2002,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2925808,Interior,Municipal,Urbana,313.398608,317.420384,Feminino,Preta,Abril,2003,"Sim, um",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,CE,2309409,Interior,Municipal,Urbana,260.670238,249.487061,Feminino,Parda,Junho,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Nordeste,BA,2927408,Capital,Municipal,Urbana,287.601361,277.384598,Masculino,Preta,Abril,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,NA,NA,Não,Somente continuar estudando
2017,Sudeste,RJ,3303401,Interior,Estadual,Urbana,230.450206,228.957697,Feminino,Branca,Outubro,2002,Não tem,Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Norte,RO,1100254,Interior,Estadual,Urbana,281.736011,291.739872,Feminino,Parda,Junho,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3550308,Capital,Municipal,Urbana,162.903319,178.019665,Masculino,Não quero declarar,Março,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3549904,Interior,Municipal,Urbana,248.857504,311.62558,Masculino,Parda,Março,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2611101,Interior,Estadual,Rural,251.733764,231.136156,Masculino,Parda,Maio,2000,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3522505,Interior,Estadual,Urbana,263.538343,205.46168,Masculino,Branca,Junho,2003,Não tem,Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2903201,Interior,Municipal,Urbana,212.084999,264.83487,Masculino,Não quero declarar,Setembro,2001,"Sim, um",Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
2017,Nordeste,MA,2109205,Interior,Municipal,Rural,174.212664,147.941544,Masculino,Preta,Outubro,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Entre 1 e 2 horas,Sim,Somente trabalhar
2017,Sudeste,MG,3170206,Interior,Estadual,Urbana,364.491917,360.993205,Masculino,Parda,Julho,2002,Não tem,Não sei,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PI,2200301,Interior,Municipal,Urbana,190.294251,210.736462,Masculino,Parda,Outubro,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
2017,Nordeste,PE,2614857,Interior,Municipal,Urbana,263.690401,201.019972,Feminino,Parda,Dezembro,2001,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Nordeste,PB,2507507,Capital,Municipal,Urbana,340.719627,349.693285,Masculino,Branca,Dezembro,2002,"Sim, dois",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Ainda não sei
2017,Sul,PR,4106902,Capital,Estadual,Urbana,255.77701,303.082661,Masculino,Indígena,Abril,2003,"Sim, um",Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2611903,Interior,Municipal,Urbana,287.811762,248.909805,Feminino,Branca,Outubro,2002,"Sim, um",Completou a Faculdade,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,MG,3106200,Capital,Municipal,Urbana,153.697934,181.837446,Masculino,Parda,Janeiro,2001,NA,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
2017,Sudeste,SP,3527207,Interior,Municipal,Urbana,276.02933,331.399726,Masculino,Parda,Julho,2002,"Sim, três","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
